"","public access (5287)"
"","BRAVO-DC"
"","KPXN-HDENCP"
"","Discovery Espanol"
"","SV CCTV9"
"","ENCORE ACTION HD-DI"
"","SDV ENCORE WEST"
"","SDV FOX SPORTS NET HD"
"","SDV NHL CH 400"
"","SPORTS OD ST-RT"
"","SDV-DIY NETWORK HD"
"CBS","PPV - iNDemand 07"
"","KPMR"
"","BANDAMX TV"
"","El Garage TV - South (Latin America)"
"","MAX LATINO HD"
"","My Rentals"
"","Star India Plus HD"
"","Eternal World TV en Espanol (U.S.)"
"COMET","WPBN Comet"
"","Sports Free "
"","BET HD"
"","Sundance HD"
"","sorpresa"
"ABC","WCTI HDTV"
"","Mainstreet TV Harvey"
"","OUTER CINEMAX EAST"
"","WOIL"
"","MMSD Life Learning"
"CW","WGEM CW+"
"","SDV-COOKING CHANNEL"
"","SHOW SHOC HD WEST-DI"
"","SDV NFL HD"
"","SDV-GALAVISION HD"
"","KPXN-DIENCP"
"","SDV VROLA"
"","SDV HBOE"
"","SDV BANDAMAX"
"TELMUN","KFFX Telemundo"
"","City of Wenatchee Public Access TV"
"ESCAPE","KPDX Escape"
"","Showtime Extreme HDTV (East)"
"","Encore HDTV (West)"
"","Esquire Network HDTV (East)"
"","Disney XD HDTV (East)"
"CBS","WLNS"
"","BabyFirst Americas En Español"
"","Zee TV HDTV"
"","HALLMARK HD"
"","HBO LATINO HD"
"","New Release Movies"
"","Once Mexico "
"","Charter Mainstreet - Knoxville"
"NBC","NBC Charlotte HDTV"
"","WLNE ABC HD"
"","WLTZ-CW"
"","TMC XTRA HD WEST"
"","SNNY HD"
"PBS","IPTV"
"","GALAVISION - DIGITAL"
"","FOX SPORTS ESPANOL"
"","MDU-WBRC-HD"
"IND","WREG News Channel 3 Anytime"
"MNT","KTVD"
"PBS","KUGF Create"
"CBS","KREX"
"","E! Entertainment Television (West)"
"","The History Channel HD"
"","SDV FUSE"
"","SHOW TOO HD WEST-DI"
"","SDV RURAL FREE DEVTV"
"","SDV MLB NETWORK"
"","SDV-Estudio 5 HD"
"","MSNBH"
"","The  Cooking Channel"
"","msnbc HDTV"
"","Music Choice Rap"
"","FOX"
"","HBO2"
"","STARZ EDGE HD"
"","WGBX KIDS"
"","TiVi Monde HD"
"","NFL RedZone HDTV"
"","NBC HD"
"","American Movie Classics HDTV (East)"
"","WXTX"
"","WYBU"
"","MAVTV-HD"
"","CBFT"
"H&I","Heroes & Icons"
"","WETP-DT-PBS"
"","GOLF CHANNEL"
"","WABC LIVE WELL"
"CBS","WLTX HDTV"
"FOX","KTVI"
"","Shop NBC HD"
"","TRAVEL CHANNEL HD"
"","KDFI3"
"","SEC Netwok HD"
"ABC","KATC"
"","WAXC"
"FOX","KHMT"
"NBC","KECI HDTV"
"CW","KCWY CW+"
"","Black Entertainment Television (West)"
"","TWC SD-DIENCP"
"","SDV GOLF HD"
"","SDV CINEMAX HD WEST"
"","BBC AMERICA HD-DI"
"","ESPNU HD-DI"
"","CCTV-4-DIENCP"
"","KEYT"
"","TIME WARN SPRTNET"
"","HD-Azteca America"
"CBS","WWJ HDTV"
"","Showtime (West)"
"","RFD HDTV"
"","LO 3"
"","Music Choice 80's"
"","HALLMARK MOVIE"
"","Smithsonian Ch"
"NBC","WPBN"
"","CW Plus (East)"
"","City of Midland MCTV5 Midland Gov't TV Ch. 5"
"","Charter Main Street - Traverse City (11)"
"","Mid-Atlantic Sports Network"
"","Anime Network "
"","Encore Espanol (East)"
"","Fox CS Central"
"LAFF","WSOC Laff TV"
"","Syfy-HD"
"MeTV","WSB MeTV"
"","CMT Pure"
"","WVNY-DT-ABC"
"","Life HD"
"","WNET HV"
"ABC","WBUP HDTV"
"","The Union Connection"
"MNT","KMOV My Network TV"
"","THRILLER MAX HD-E"
"","ANTENNA 3 TV HD"
"THIS","KDAF ThisTV"
"","Entertainment"
"","Encore Classic (West)"
"","Big Sky Channel (Missoula)"
"CBS","KREZ"
"MNT","KEVU"
"","RIV CHRTR MEDIA-DC"
"NBC","KSBW"
"CBS","KPIX"
"","BABY FIRST"
"","5StarMAX East-SD"
"","HD-BET-AD"
"","ESPN News HDTV"
"","SundanceTV HDTV (East)"
"","LO 4"
"","POP"
"","WBIN-HD"
"","Centroamerica"
"FOX","WFQX HDTV"
"","Cine Latino (Mexico City)"
"","HUB HD"
"","NICKJR HD"
"","FS2 HD"
"","WJSP-HD"
"","CHILLER"
"THIS","WXMI ThisTV"
"FAMTV","WDNN"
"PBS","KMOS Create"
"","JAZZ"
"","THE MOVIE CHANNEL 2 EAST"
"","Fox Sports Southwest Plus 24/7 HDTV DFW 75-mile radius"
"","WBMM HD"
"NBC","KBGF"
"","SDV-HTV SD"
"","SDV-TV COLOMBIA SD"
"IND","KNDU Sports and Weather Right Now"
"","FOX SPORTS DEP"
"","MTV TR3S"
"","DIAGNOSTIC"
"UNIMAS","WXFT HDTV UniM�s 60"
"","Music Choice Sounds of The Seasons"
"","Music Choice Max"
"","VH-1 Classic"
"","NFL HD"
"","TV5MONDE International"
"","Ultra MEX HD"
"","LO 5"
"","Mid-Atlantic Sports Network 2"
"","CNBC HDTV"
"ENLAC","WELF TBN Enlace USA"
"","CCC&TI"
"","History HD"
"","NFL NETWORK"
"","SECSD"
"","ABC FAM HD"
"MeTV","WLLA MeTV"
"NBC","WIS"
"3ABN","WKSY 3ABN"
"Bounce","WQRF Bounce TV"
"","ed access ch"
"","KMSP-DT - FOX"
"NBC","WDSU"
"","FUEL TV HD"
"","TV ASIA "
"","Kiel Library"
"","Berlin School"
"","MDU-NASA"
"","SDV-FXX SD EAST"
"","SDV-SEC SD OVERFLOW"
"","KCET V-ME-DIENCP"
"","LBUSD-DIENCP"
"","SDV--DISNEY JR HD E"
"","SDV SMITHSONIAN HD"
"","Movie Library on Demand-H"
"","RETRO ACTIVE"
"","KPIXHD"
"UNI","KVVK Univision 15"
"","Music Choice Teen Beats"
"","Music Choice Pop Hits"
"","Black Entertainment Television HDTV (East)"
"","Lifestyle Network"
"","NECN BOSTON"
"","BLOOMBERG HD"
"","PPV7"
"","Cinemax "
"","MC-Classic Country"
"","The Movie Channel W"
"","Starz Comedy"
"","Charter Media (local access)"
"","The HorseTV Channel"
"","TELE EL SALVADOR HD"
"","CentroAmerica TV"
"","THE MOVIE CHAN 2 EAST (DIGITAL)"
"","TV LAND-DI"
"","SDV-DISNEY JR EAST"
"","ActionMax West"
"","COOKING CH HD-DI"
"","Fox Deportes"
"","SDV SHOHD"
"","MUSICA URBANA"
"","SDV-Ultra Docu HD"
"","Oxygen (East)"
"","Destination America HDTV"
"","Big Ten Network HDTV (National)"
"","HLN HD"
"","TNT HD"
"","Soundscapes"
"","Animal Planet"
"FOX","WVBT"
"PBS","WKOP World"
"NBC","WMGT HDTV"
"PBS","APT Create"
"","ESPN GOAL SD"
"","VOD Channel 48 (11368)"
"","VOD Channel 45 (11365)"
"","VOD Channel 42 (11362)"
"HEART","WDGA Heartland Network"
"","JATV Janesville"
"LAFF","WLS Laff TV"
"PBS","MPTV World"
"CBS","WCCO"
"","HOME BOX OFFICE FAMILY"
"AZTECA","KAZD Azteca America 55"
"","SUPER CANAL "
"","FreeForm HD"
"","MDU-42.2-UNTAMED"
"","Mishicot School"
"","Woodruff City Ch"
"PBS","WCTE World"
"MeTV","KTVM MeTV"
"MeTV","KECIDT2 MeTV"
"","SDV INTL FILM"
"","A&E-DI"
"","THE HUB HD-DI"
"","FOX MOVIE CH-DI"
"","THE FILIPINO CH"
"","SDV MTV TR3S"
"","STARZ-EAST"
"ABC","KXLY HDTV"
"","Independent Film"
"","HD-CANAL22"
"","HD - KTXL FOX TUR"
"RTV","KGEC Retro Television"
"","Palladia "
"","NICK JR"
"","Pop Rythmic"
"CTVOT","CTV Northern Ontario"
"","Encore Black HD"
"","Ritmoson"
"","Community Access"
"NBC","WNCN HDTV"
"AZTECA","WUVM Azteca America 4"
"","MSNBCHD"
"","American Movie Classics (East)"
"","SHOWTIME NEXT HD"
"","SY FY"
"","PPV 7"
"NBC","WEAU"
"MeTV","WDSU MeTV"
"","NATIONAL GEOGRAPIC HD"
"","IDiscovery HD"
"","MORE MAX HD-W"
"","TV CHILE HD"
"HEART","WBMA"
"PBS","KFME Minnesota Channel"
"ABC","KOTA HDTV"
"","Starz Edge (West)"
"PBS","KUSM HDTV"
"FOX","KFQX"
"","AMC (West)"
"","Discovery Familia"
"","SDV-SHOWTIME HD EAST"
"","SDV CNNSP"
"","KOLOHD"
"","HD-Fusion-AD"
"","Zee Bollywood-SD"
"","Shopping Channel"
"PBS","WGTE"
"","Ultra Kidz HDTV"
"","WSBK IND"
"","WCVB-HD-ABC"
"","NHL Network HD"
"","havoc Music"
"","Fox Sports Carolinas 24/7 HDTV"
"PBS","WCVE HDTV"
"CTN","WVLR"
"","SYSTEM INIT CH"
"GRIT","WRDC Grit TV"
"","WILLOW TV HD"
"","WTVM"
"","TBN HD"
"","WFFF Fox HD"
"","E! Entertainment"
"","NBCSNHD"
"","Janesville Schools"
"Movie","KRBK Movies!"
"","High Definition CW - KDAF"
"","HBO Latino HD"
"","WESTERN EAST (DIGITAL)"
"","Tennis Channel HD"
"","CMTV"
"","MDU-WABM"
"","Fox Sports Tennessee"
"FOX","KVRR"
"CBS","KSTF"
"","HBO Comedy (West)"
"","MORE MAX WEST"
"","SDV GAME SHOW NETWORK"
"","PLAYBOY HD-DI"
"GRIT","KIMA Grit TV"
"ABC","KDKF"
"NBC","KNVN"
"","FS1 "
"","HBO 2 (East)"
"","Outdoor Channel"
"","Pop HDTV (East)"
"","Galavision HDTV (East)"
"","Ultra Familia HDTV"
"ABC","WVEC"
"","SportSouth 24/7 HDTV"
"","UniMas HDTV (East)"
"CW","WLFL HDTV"
"CBS","WFMY"
"","WXTXD"
"","FNCHD"
"","HBO FAM HD"
"","Golf-HD"
"","NHL Net"
"","MC-Soundscapes"
"","Local Information"
"","Kabillion "
"","WABC ABC"
"","GOVACC13"
"PBS","WNIT"
"","TWU Access Channel"
"","NFL RED ZONE NETWORK"
"NBC","KPLC"
"PBS","WPNE Create"
"ABC","WDAY"
"NBC","KTVM HDTV"
"","MTV2-DI"
"","SDV H2"
"","SDV-SHOWTIME HD E"
"","Yakima Community Television"
"","BBC World News"
"PBS","WDCQ"
"","DISCOVERY"
"","HBO Latino"
"","REELZ"
"","ALTRES SERIES HDTV"
"","Esquire HDTV (East)"
"","Bandamax "
"NBC","WCYB"
"","HBOHD WEST"
"","TLC-HD"
"","Baby First"
"","ZEE BOLLY HD"
"","FUSION HD"
"","WUVN UNIVISION"
"IND","WOLO Live Radar"
"FOX","KBSI"
"","Richfield School"
"","Starz in Black HD"
"CW","KFVS CW"
"FOX","WZTV"
"ANTEN","WREG Antenna TV"
"","KIDS-4 TV For Kids"
"","MDU-WNCFD-ABC"
"PBS","KUGF World"
"","Big Sky Channel (Great Falls)"
"FOX","KFNB HDTV"
"","SDV-ACTIONMAX HD"
"","REG SP XTRA GAMES SD"
"","SDV MUN2 WEST"
"","SDV RURAL FREE DEVHD"
"","CANAL ONCE"
"","SDV MEXICO 22"
"","SDV TMC EAST"
"","SDV_ALTRES SERIES HD"
"","The Golf Channel HD"
"","LMN (East)"
"","Telemundo Network (East)"
"","Music Choice 70's"
"","HBO SIG HD WEST"
"","GMA Life TV "
"","In Demand Barker"
"","Playboy Television SDTV"
"","Gatlinburg Visitor Info"
"MNT","WRDC"
"CW","WLFL"
"MNT","WRDC HDTV"
"","Lee County Government TV"
"","CSPANHD"
"","NATGEO-HD"
"","WGCL-CBS-HD"
"","TV Chile"
"","SORPESA"
"","Playboy TV 1-Shots"
"","WNET PBS"
"","WABC HD"
"","West Bend Schools"
"","Catholic TV"
"","PPV BARKER"
"","MC JAZZ"
"","KERA - PBS"
"","Charter Main Street - Duluth (15)"
"","WAKA-HD"
"MNT","WKBTDT2"
"ANTEN","WJFW Antenna TV"
"SONL","KNHL SonLife"
"","More Max (West)"
"","SDV LIFE"
"","SHOW EXT HD WEST-DI"
"","SALSA Y MERENGUE"
"","THE MILITARY CHANNEL"
"","FOX SPORTS 1 HD-DI"
"","PLAYBOY O D ST-RT"
"UNI","KUNW Univision HDTV"
"","Yakima Public Affairs"
"UNI","HD - Willow TV"
"","MoviePlex-SD"
"","COETV EDU"
"","TMCExtra West"
"","HD-TBN-AD"
"","The Discovery Channel en Espa�ol"
"","WXFTDT2 Movies"
"","HBO2 HD WEST"
"","FORO TV HD"
"","Esquire"
"ESCAPE","WWBT Escape TV"
"","CNN Cable News Net"
"","GOL TV "
"ANTEN","WCCB Antenna TV"
"","BRAVO"
"","TCMHD"
"","NBCSHD"
"","Estrella"
"","Showtime Woment HD"
"","WEDH HD"
"CBS","WBBM"
"MNT","WFTC MNT HDTV"
"CW","WNOL"
"","INDIEPLEX"
"","VH-1 CLASSIC"
"","HOME BOX OFFICE PLUS"
"","HD - KDFW-DT (FOX)(Dallas/Fort Worth)"
"","ESPN DEPORTES HD"
"","Fox Sports Southwest HDTV (Dallas DMA) 24/7"
"ABC","KETV HDTV"
"","WSKY-21"
"FOX","KFXL"
"","Altitude Alternate Feed"
"","Estrella TV (West)"
"PBS","KRMU HDTV"
"","KMEX-HDENCP"
"","OXYGEN"
"","FOODTV-DI"
"","HBO Plus West"
"","HBO PLUS WEST"
"","SDV-BIG TEN NET"
"","SDV-ENCORE CLASSIC HD"
"","LITE HITS"
"NBC","KRNV"
"","KTSB"
"","HD-STAR India Plus"
"","SEC SD OVERFLOW"
"CBS","KHSL"
"","ABC FAMILY HD-DI"
"","ReelzChannel HDTV"
"","HBO HDTV (East)"
"","Quality Value Convenience Network HDTV"
"","Esquire Network SD (East)"
"","WBZ-HD-CBS"
"","WGBH SD"
""," History  en Espanol"
"GRIT","WTNZ GRIT"
"","MC-Kidz Only"
"","MLB"
"","WSHM"
"","C125"
"MNT","Rockford's My Network TV"
"PBS","WTTW Vme"
"","ACTION MAX EAST"
"","MDU-WBMA-HD"
"CBS","KDLH HDTV"
"","EDUCATIONAL"
"","WCOV-3"
"FOX","WLAX HDTV"
"CBS","KHQA HDTV"
"","KMEX-DIENCP"
"","NAT GEO WILD HD0DI"
"","FNEWS-DI"
"","The Hub (Discovery Kids"
"","SDV-BABY FIRST SD"
"","SDV-Tele El Salvador"
"","ONE WORLD SPORTS-DI"
"","CHANNEL 1 RUSSIA-DI"
"","SDV HBO LATINO"
"","SDV-WILLOW TV SD"
"","SDV-ESPN GOALLINE HD"
"","KEYT-DIENCP"
"FOX","KTVU"
"","HD-Indieplex"
"","HD-Inspirational Net"
"","Turner Network Television (East)"
"","Fox Sports 2 HDTV"
"","GMA Pinoy TV (East)"
"","Starz On Demand"
"","OXYGEN HD"
"","ESQUIRE HD"
"ABC","WTVC"
"","govt access dublin"
"","MDU-WGN-HD"
"","HBO ZONE HD WEST"
"","MC-RAP"
"","MC-Rock"
"","THIS TV"
"","WWLP CW HD "
"COZI","WHNS Cozi"
"","KARE DT1-NBC-MPLSMN"
"","Fox Sports Southwest 24/7 HDTV (Louisiana)"
"","FOX SPORTS SW"
"","KMPX"
"","MC SOUNDSCAPES"
"CBS","KMTV HDTV"
"","Showtime Extreme (West)"
"NBC","KGW"
"ESTRELLA","Estrella TV Portland"
"","El Garage TV-SD"
"","Teleformula-SD"
"","OuterMAX East-SD"
"","CBS Sports Net HD"
"","VH1 Classic (East)"
"","TV5 U.S. HDTV"
"","ENCORE BLACK HD"
"","Cable Classifieds"
"RTV","WGBS Retro Television"
"","NFL RedZone HD"
"","Zee TV Programming HDTV"
"ABC","WTVD"
"","NIK TOONS HD"
"","Logo"
"","WJHL-DT-CBS"
"","BBC America HD "
"","Sport NY HD"
"","NHL/MLB PPV 1"
"CW","WNCT CW+"
"MeTV","WZMQ MeTV"
"ABC","KMIZ"
"PBS","WSIU"
"CBS","WFRV HDTV"
"ABC","WBRZ"
"FAMTV","WSTY"
"TELMUN","KXTX Telemundo 39"
"","Discovery Theater HD"
"","HBO Signature-West HD"
"","SORPRESA"
"","STARZ!3 EAST"
"","BRAVO DIGITAL - AD ZONES"
"ION","WNPX HDTV"
"ANTEN","WMTV Antenna TV"
"","DEST AMER HD-DI"
"","TV Chili"
"","PHOENIX TV-DIENCP"
"","SDV NHL ICE 3"
"","California Channel"
"","EPIX East-SD"
"","FOX NEWS"
"","Encore Espanol"
"","WPRI CBS"
"","Willow Cricket SD"
"","Food HD"
"","S�per Canal"
"CW","WCWG HDTV"
"","Lanett Local Orig."
"","MDU-CSPAN2"
"","NHL/MLB PPV 2"
"","WCYB NBC"
"","5Star Max E HD"
"FAMTV","WLLA"
"","Beloit City Ch 1"
"","New Holstein Sch"
"CW","KRTV CW+"
"","Smithsonian Channel HDTV (West)"
"","KVMD-DIENCP"
"","GOSPEL"
"","MC20"
"","SDV-GOL TV HD"
"","SDV BET ON JAZZ"
"","HD-NBC SPORTS NET"
"","The Sportsman Channel"
"","Free Movies"
"","Golf Channel"
"","FNC HD Zone 4"
"","MAXLatino HD (East)"
"","MC21"
"GRIT","WBTV Grit"
"","LIFETIME  MOVIE HD"
"","CNNHD"
"CBS","WGCL HDTV"
"","NHL/MLB PPV 3"
"","MC-Throwback Jams"
"","WPIX ANTENNA TV"
"","Canal Once XWIPN Internacional"
"","Smithsonian"
"CBC","CBC Quebec"
"","Beloit City Ch 2"
"","Milton City Ch"
"","Louisiana Connection Network"
"","THE TENNIS CHANNEL HD"
"","OUTDOOR CHANNEL HD"
"","FOX SPORTS DIGITAL CENTRAL"
"","FYISD"
"","HBOSHW"
"","Women's E HD"
"","Outdoor Channel HD"
"","Showtime Beyond (West)"
"","SDV HOSTORY ESPANOL"
"","SDV-VELOCITY HD"
"","SDV-MTV HD"
"Create","KEET Create"
"ABC","KATU HDTV"
"COZI","KPTV Cozi TV"
"","Velocity HD"
"ABC","WTVG"
"","The Filipino Channel (East)"
"","HBO COMEDY HD"
"","GMA News TV "
"","Univision Deportes Network HDTV"
"NBC","WAVY"
"TBN","WTPC"
"FOX","WRLH HDTV"
"","FOXM"
"","FX HD Zone 4"
"","MC22"
"MNT","WMYV HDTV"
"","NHL/MLB PPV 4"
"","CBMT"
"","WLFG"
"","BRAVO "
"","SPIKE TV HD"
"","TV5 Monde info"
"","Turner Classic Movie HD"
"","MDU-MSTV-NP"
"","WTVAHD ABC"
"FOX","WGEM FOX HDTV"
"","KRCA-DT"
"","HBO Family West"
"","SDV TENNIS"
"","SDV BIOGRAPHY"
"","SDV LOGO"
"","CMT HD-DI"
"","Pure Country"
"","SDV SORPRESA"
"","SDV STARZ HD WEST"
"","SDV-SPIKE HD"
"","SDV NHL ICE 6"
"PBS","KEET World"
"MNT","KPDX"
"","Music Choice Today's Country"
"","HBO Signature HDTV (West)"
"","The Oprah Winfrey Network HDTV (East)"
"","Outdoor Channel HDTV"
"","UniM�s (East)"
"","PPVE"
"","AWE HDTV"
"","NFL RedZone"
"","TruTV"
"","MC23"
"UNI","WUVC HDTV Univision 40"
"MeTV","WCCBDT3 ME-TV"
"","SHOWTIME HD W"
"","GMA LIFE TV"
"","NHL/MLB PPV 5"
"","Showtime Next "
"Movie","WYFF MOVIES! Carolina"
"","Fox Sports Midwest (St. Louis)"
"CW","WGN Local Chicago HDTV"
"getTV","WVTV GetTV"
"","MC POP RHYTHMIC"
"","MDU-WUOA"
"","Wisconsin Dells"
"","Colby City Ch"
"","Hallmark Channel (West)"
"","SDV-TEEN NICK"
"","SDV DIY"
"","KCOP Movies!-DIENCP"
"","DI-SCIENCE CHANNEL"
"","Music On Demand"
"","SDV-DIS FIT & HEALTH"
"","SDV STARZ IN BLACK"
"","SDV-TENNIS HD"
"NBC","KNDO HDTV"
"ABC","KATU"
"ABC","KOLO"
"","SLT City Government"
"","HD-Nat Geo Wild"
"","KVIE VME-SD"
"","SHO Comedy"
"","HLN"
"","Animal Planet HDTV (East)"
"","HBO Comedy HDTV (West)"
"","Cartoon Network (East)"
"","The Cooking Channel HDTV"
"","ESQUIRE"
"","TNT"
"","peg2"
"","Adult"
"","TVN - Television Internacional de Chile HDTV"
"","MC24"
"IND","WHKY"
"","NHL/MLB PPV 6"
"","TV One"
""," AYM SPORTS"
"","FX Movie HD"
"","MC-Classic Alternative"
"","Action Max HD"
"","WCTX"
"","Spartanburg City"
"CBS","WDEF"
"CTN","KNLJ"
"","Comcast SportsNet Chicago HDTV (No Bulls)"
"","DISNEY ESPANOL"
"","KDFI - IND"
"","THRILLER MAX HD-W"
"","MDU-WOTM"
"CW","KATC CW + HDTV"
"","Hagen Sports"
"TELMUN","KIFI Telemundo 9"
"","City/Local Programming"
"","CMT (West)"
"","KVMD HD"
"","SDV-SEC SD"
"","SDV-LIQUIDATION SD"
"","ESPN DEPORTES HD-DI"
"","INSPIRATIONAL TV-DIGITAL"
"","The Movie Channel HD"
"","HBO 2 WEST"
"","SDV NHL ICE 8"
"","ENHDw"
"","BBCAH"
"","The Oprah Winfrey Network (East)"
"","Music Choice Pop & Country"
"","FUSE"
"","Fox Deportes HD"
"","Fox Deportes en Espanol HDTV (U.S.)"
"","TV Games Network"
"","MC25"
"","Playboy Premium "
"","TMC Xtra"
"","NHL/MLB PPV 7"
"","UNIVISION DE HD"
"","WJCN-LP"
"","MC-R&B Classic"
"ABC","WCTI"
"","peg3"
"","Anderson Neighborhood Channel"
"ABC","KAAL"
"IND","KARE Weather Nation"
"","Watertown TV"
"","CINEMAX WEST (DIGITAL)"
"PBS","KUSM World"
"FOX","KHMT HDTV"
"MeTV","KRTN MeTV"
"","TV Land (West)"
"","NICKELODEON HD-DI"
"","SDV GOL TV"
"","SDV-CINEMAX EAST SD"
"","TWDEPORTES HD-DI"
"","AMERICAN HEROES CHANNEL"
"","Premium On Demand"
"IND","KHQ Sports and Weather Right Now"
"","HD-KPMR"
"","Showtime Women (East)"
"","Destination America"
"","FXX "
"","DISNEY JR"
"","FX"
"","TWCHD"
"","Premiums "
"","Teleformula"
"","Multimedios HD"
"","MAVTV"
"","MC26"
"","Central Carolina Community College TV"
"","NHL/MLB PPV 8"
"","SET ASIA HD"
"","FUNImation"
"CW","WYCW"
"IND","WTNB"
"","UW Sheboygan"
"","CARTOON NETWORK"
"","SHOWTIME HD-W"
"","ESPN DEPORTES"
"","Oxygen HD"
"","MDU-QVC-HD"
"MNT","WABM"
"ABC","WABM ABC 33/40 HDTV"
"","Louisiana State University-Eunice"
"","Algoma Library"
"MeTV","WAKA MeTV"
"FOX","WZAW"
"ION","ION (West Network)"
"ABC","KRDO HDTV"
"PBS","OPB"
"","SDV FOX BUSINESS NETWORK"
"","TV GUIDE-DI"
"","SDV DISC ESP"
"","SDV INSPIRATIONAL LIFE"
"","TMC ON DEMAND ST-RT"
"","Music on Demand-H"
"CW","KEPR CW+ SDTV"
"","Encore Family-SD"
"","Starz Edge HDTV (East)"
"","VH1 HDTV (East)"
"","Zee Bollywood HDTV"
"IND","WSKY HDTV"
"","MC27"
"ION","WFPX HDTV"
"FOX","WJZY"
"","IFC-HD"
"","GAC HD"
"","NHL/MLB PPV 9"
"","MC-Party Favsorites"
"","Local Access 2"
"","Lake Mills Public/Ed"
"","SHOWTIME WEST"
"","Longhorn HD"
"","MDU-WABM-HD"
"MNT","WUXP HDTV"
"GRIT","WMSN Grit TV"
"ION","WTPX"
"CW","KMTR CW+"
"","PRIME-DI"
"","KLCS-3 CREATE"
"","SDV-SONLIFE SD"
"","HBO HD On Demand"
"","SDV CINEMAX WEST"
"","STARZ EDGE HD-DI"
"","SDV HDMOV"
"","TVG-DIENCP"
"","SDV-Ultra Familia HD"
"","FREE MOVIES ST-RT"
"","ANIME O D ST-RT"
"IND","KNDU HDTV Sports and Weather Right Now"
"","Consumer TV - Reno"
"CW","KRCW Portland's CW"
"","BLOOMBERGTV US-SD"
"","TMCEH"
"","KCRA Me TV-SD"
"ION","ION HDTV East Cable/Dish"
"","ESPN"
"","Starz (East)"
"","Music Choice Hip-Hop and R&B"
"","NatGeo WILD HDTV"
"","GolTV"
"","TV Japan HDTV"
"","SPIKE"
"","MC28"
"","Premiums"
"","The History Channel en Espa�ol"
"SONL","WGTB Sonlife Network"
"","HALLMARK MOV "
"ABC","WTVM"
"","MC-Throwback Jamz"
"","WUPA-DT2"
"","MC-Reggae"
"","FOOD NETWORK"
"","GOVT ACCESS"
"ION","WPXU"
"","ION Network"
"","This Channel Has Moved (Charter)"
"MeTV","WREX MeTV"
"ESTRELLA","KMPX Estrella TV"
"","SHOWTIME TOO HD-E"
"","MC SWINGERS & SWING"
"DECAD","WAOW Decades"
"CTN","WTJR"
"","Freeform HDTV (West)"
"PBS","KUFM Create"
"","Oxygen HDTV (West)"
"","A&E Network (West)"
"","Turner Network Television HDTV (West)"
"","KCOP-HDENCP"
"","FOXS-DI"
"","ESPN-DI"
"","SDV HORSE RACING TV"
"","MOVIEMAX-DI"
"","CINEMAX HD OD ST-RT"
"","SDV-Super Canal"
"","CSPAN3 -SD"
"","GSN-EAST-SD"
"","COOKING-SD"
"","Univision TV Novelas-SD"
"","CMT Music"
"","Hallmark Movies and Mysteries HDTV"
"","ESPN NEWS HD"
"","METV (WCVB)"
"","TVGAMES"
"","Playboy en Espanol"
"","AWE"
"","WVLR"
"","WBIR3 TJN"
"","MC29"
"","Mexico 22 "
"","History en Espanol "
"CW","WCCB HDTV"
"","SHOWTIME WOMEN E"
"","WSHM HD CBS"
"","Edgerton Schools"
"","Onalaska Government"
"","(957)iN DEMAND 7-Events"
"","iNDEMAND 5 Digital"
"","Movie Max SD"
"COZI","KXAS Cozi TV"
"","Neillsville City Ch.2"
"CBS","KNPL HD"
"","KCOP-DIENCP"
"","SUNDANCE HD-DI"
"","NORCO GOV-DIENCP"
"CBS","KTVN HDTV"
"FOX","KRXI HDTV"
"ABC","KAEF HDTV"
"LAFF","KPTV Laff"
"","HD-Sprout E"
"","MoviePlex East"
"","NHL Network US"
"","The Movie Channel (West)"
"","EPIX HDTV (West)"
"","HMC HD"
"","Indie Plex HD"
"","Adult Swim"
"ABC","WLAJ HDTV"
"PBS","WCVE"
"","MovieMAX (East)"
"","Starz"
"","WPRI CBS HD"
"","NESN 2 HD"
"","USA-HD"
"","WTVMD"
"","AMAX HD WEST"
"","TV5 MONDE"
"","PBS Worldview"
"","WCTX MY TV"
"","DAYHD"
"COZI","WWAY Cozi TV"
"IND","WTVC WeatherNation"
"ABC","WTVO"
"IND","WVCY"
"","Hallmark M & M"
"PBS","KERA HDTV"
"","GOL TV"
"","NATIONAL GEOGRAPHIC - ANALOG"
"","Omro Local"
"SOAC","W34DV"
"","Monona Cable Channel"
"FOX","KEYC SDTV"
"","FX HDTV (West)"
"FOX","KFNR HDTV"
"","UniMás (Pacific)"
"","CINEMAX O D ST-RT"
"","ESPN CLASSIC SNLO"
"","SCIFI-DI"
"","KCET NHK-DIENCP"
"","ED-TV"
"","MY NETWORK TV"
"","Encore Black W"
"","HD-Video Rola"
"","H2HD"
"","HD-Outdoor Channel"
"ABC","KRCR"
"FOX","KCVU HDTV"
"","Velocity HDTV"
"","Fuse HDTV (East)"
"PBS","WTVS World"
"","Music Choice Solid Gold Oldies"
"","ID HD"
"","ENCORE BLACK"
"","Pop"
"","ReelzChannel HD"
"COZI","WGCL Cozi TV"
"","GALAVISION"
"","Encore Black"
"","WJHL 2 ABC HD"
"","NICK TOO"
"","Game Show Network"
"CBS","WWMT HDTV"
"NBC","WREX HDTV"
"NBC","WREX"
"MeTV","WBME MeTV"
"","HORSE RACING TV"
"","STARZ!2 EAST EDGE"
"","MDU-WTTO"
"ION","WPXX"
"NBC","KLAF"
"PBS","WPNE HDTV"
"PBS","WQEC HDTV"
"","Showtime Showcase (West)"
"","gov access (4611)"
"IND","KOAA News 5/ WeatherNation"
